,train,val,test
N001a001,True,False,False
N001a002,True,False,False
N003a002,True,False,False
N004a002,True,False,False
N004a003,True,False,False
N004a005,True,False,False
N004a007,True,False,False
N004a008,True,False,False
N004a009,True,False,False
N004a010,True,False,False
N004a011,True,False,False
N004a013,True,False,False
N004a015,True,False,False
N004a016,True,False,False
N004a017,True,False,False
N004a018,True,False,False
N004a019,True,False,False
N004a020,True,False,False
N004a021,True,False,False
N004a022,True,False,False
N004a024,True,False,False
N004a025,True,False,False
N004a030,True,False,False
N004a031,True,False,False
N004a032,True,False,False
N004a033,True,False,False
N004a034,True,False,False
N004a035,True,False,False
N004a036,True,False,False
N004a038,True,False,False
N004a039,True,False,False
N004a041,True,False,False
N004a042,True,False,False
N004a043,True,False,False
N004a045,True,False,False
N004a046,True,False,False
N004a047,True,False,False
N004a048,True,False,False
N004a049,True,False,False
N004a050,True,False,False
N004a053,True,False,False
N004a054,True,False,False
N004a055,True,False,False
N004a056,True,False,False
N004a057,True,False,False
N004a058,True,False,False
N004a059,True,False,False
N004a062,True,False,False
N004a066,True,False,False
N004a067,True,False,False
N004a068,True,False,False
N004a069,True,False,False
N004a071,True,False,False
N004a072,True,False,False
N004a073,True,False,False
N004a074,True,False,False
N004a075,True,False,False
N004a076,True,False,False
N004a077,True,False,False
N004a078,True,False,False
N004a080,True,False,False
N004a081,True,False,False
N004a083,True,False,False
N004a085,True,False,False
N004a086,True,False,False
N004a088,True,False,False
N004a089,True,False,False
N004a090,True,False,False
N004a091,True,False,False
N004a093,True,False,False
N004a095,True,False,False
N004a096,True,False,False
N004a098,True,False,False
N004a099,True,False,False
N004a100,True,False,False
N004a101,True,False,False
N004a102,True,False,False
N004a105,True,False,False
N004a106,True,False,False
N004a107,True,False,False
N004a110,True,False,False
N004a111,True,False,False
N004a112,True,False,False
N004a113,True,False,False
N004a114,True,False,False
N004a115,True,False,False
N004a116,True,False,False
N004a118,True,False,False
N004a121,True,False,False
N004a122,True,False,False
N004a126,True,False,False
N004a127,True,False,False
N004a128,True,False,False
N004a129,True,False,False
N004a132,True,False,False
N004a133,True,False,False
N004a135,True,False,False
N004a137,True,False,False
N005a002,True,False,False
N005a003,True,False,False
N005a004,True,False,False
N005a005,True,False,False
N005a006,True,False,False
N005a008,True,False,False
N005a009,True,False,False
N005a011,True,False,False
N005a013,True,False,False
N005a014,True,False,False
N005a016,True,False,False
N005a017,True,False,False
N005a018,True,False,False
N005a020,True,False,False
N005a021,True,False,False
N005a022,True,False,False
N006a002,True,False,False
N006a004,True,False,False
N006a006,True,False,False
N006a007,True,False,False
N006a008,True,False,False
N006a009,True,False,False
N006a010,True,False,False
N007a001,True,False,False
N007a002,True,False,False
N007a003,True,False,False
N007a004,True,False,False
N009a001,True,False,False
N011a001,True,False,False
N017a001,True,False,False
F005a02,True,False,False
F006a01,True,False,False
F006a10,True,False,False
F030a12,True,False,False
F030a13,True,False,False
F030a15,True,False,False
F033a04,True,False,False
F007a01,True,False,False
F033a07,True,False,False
F033a10,True,False,False
F033a11,True,False,False
F033a14,True,False,False
F033a15,True,False,False
F033a17,True,False,False
F033a20,True,False,False
F033a21,True,False,False
F033a22,True,False,False
F033a23,True,False,False
F033a24,True,False,False
F033a25,True,False,False
F007a03,True,False,False
F033a28,True,False,False
F033a29,True,False,False
F034a06,True,False,False
F034a08,True,False,False
F034a09,True,False,False
F034a11,True,False,False
F007a04,True,False,False
F007a05,True,False,False
F007a06,True,False,False
F007a07,True,False,False
F007a09,True,False,False
F006a02,True,False,False
F007a10,True,False,False
F007a15,True,False,False
F007a16,True,False,False
F007a17,True,False,False
F007a19,True,False,False
F007a21,True,False,False
F006a03,True,False,False
F007a22,True,False,False
F009a01,True,False,False
F009a02,True,False,False
F009a03,True,False,False
F009a04,True,False,False
F010a03,True,False,False
F010a04,True,False,False
F010a05,True,False,False
F012a01,True,False,False
F012a02,True,False,False
F012a03,True,False,False
F012a04,True,False,False
F012a06,True,False,False
F013a01,True,False,False
F013a02,True,False,False
F013a03,True,False,False
F006a05,True,False,False
F013a04,True,False,False
F013a06,True,False,False
F013a07,True,False,False
F013a08,True,False,False
F013a09,True,False,False
F013a12,True,False,False
F013a15,True,False,False
F015a01,True,False,False
F017a01,True,False,False
F017a02,True,False,False
F017a04,True,False,False
F017a05,True,False,False
F017a06,True,False,False
F017a07,True,False,False
F017a08,True,False,False
F017a09,True,False,False
F017a10,True,False,False
F018a01,True,False,False
F018a02,True,False,False
F018a03,True,False,False
F018a04,True,False,False
F018a05,True,False,False
F018a06,True,False,False
F018a07,True,False,False
F018a09,True,False,False
F018a10,True,False,False
F018a11,True,False,False
F018a12,True,False,False
F021a01,True,False,False
F021a02,True,False,False
F021a03,True,False,False
F021a04,True,False,False
F021a05,True,False,False
